	text	label
1860	remember illegal alien wanted go home want free food healthcare housing	0
1861	make citizen make family	1
1862	transgenderism mental illness sociopathic tyranny identity mandating public acceptance	1
1863	dishwasher broken take back walmart get new one	1
1864	smell shit youre sure arse hand	1
1865	one time camp got baked	1
1866	said glass juice gas jew	1
1867	greeting time run	0
1868	handful rich people run country handful politician	0
1869	islam instill terror heart un believer smite ye neck smite fingertip quran	0
1870	think funny haggle overprice hooker youre going kill anyway	0
1871	thats gayer cum mustache	0
1872	people keep calling terrorist identify firework	1
1873	give holy flag praise lord enslaver	0
1874	steak black stole television	1
1875	look sonanother terror attack peaceful bear	0
1876	went walmart bit fun	0
1877	jewish friend smell stash coin public	0
1878	hump day oh fuck	0
1879	youre batchelor party realize money stripper gstring grandma picture	0
1880	runner	0
1881	here obama let drink	0
1882	un add another million holocaust death toll	0
1883	cohen history intentional dishonesty lying congress lying irs lying wife birth lying bank even took million insider consultant without informing trump dems trust testimony truthful lol	0
1884	whydo keep liberal fight fight kill	0
1885	sister bang black guy get knocked literally become monkey uncle	1
1886	husband give massage aaaand dick	0
1887	troop respect alpha	0
1888	one hour ill hour left work mere hour	0
1889	reincarnation mean press x respawn	0
1890	either fuckin im fuckin	0
1891	sleep hunbashing	0
1892	think need protection people people youre special kind stupid	0
1893	time rely upon enemy job youre bad shape	0
1894	never dated cuzn fucked never dated	0
1895	youres high fuck hear loud sound fuck	0
1896	married brother commit immigration fraud	0
1897	like hot l swapped girl penis	1
1898	thats happens say wan na catch hand	0
1899	say swear like sailor say please thank like saint im complicated	0
1900	soi guess cant give old fashioned bout bj	0
1901	border agent texas aprehend span minute illegals know issue illegal immigration fix separate family	0
1902	black people damn yall crackas bitch yall sensitive lmao mayo as crackas white people black people	1
1903	born time mlk jr though think different era	0
1904	hater arrived	0
1905	die getting hoors realise goat	1
1906	free dishwasher missing part	0
1907	great news iq test came back negative	0
1908	michelle obama sighted sun bathing afghanistan	0
1909	squad hasnt done squat congress	0
1910	happy birthday ya lil goat fucker	1
1911	whatever auburn fan	1
1912	need someone look way looking candy	0
1913	batman thank god youve arrived	0
1914	see muslim muslim see u	0
1915	run away shit hole country islam establishes islam turn new country shit hole	1
1916	try send killer kill dante dante inferno	0
1917	documentary kkk premier wednesday fox	0
1918	muslim woman wear mask easier hide fur	1
1919	look son another terror attack peaceful muslim	1
1920	say white people culture	0
1921	got big booty shes classy	0
1922	helped put together signed billion dollar deal fund border wall trump want billion border wall well im gon na bitch cry piss moan he republican want	0
1923	porkistani nibba need sex let handle	1
1924	believe ive got virgin goat sell	0
1925	democrat agenda impeach trump raise tax shield illegals gun control weaken america share immediately enough	0
1926	knowing white people thats probably baby father	1
1927	one time camp got baked	1
1928	dropped jewish kid wrong camp	1
1929	american cop graduate police academy let black man come forth let murder done upon	1
1930	ever feel remember people whole life	0
1931	im arresting public intoxication	0
1932	im going home im russian	1
1933	youre high make syndrome syndrome	1
1934	three k day keep fat haha	0
1935	islamomopolitan special feature know place survive woman daily beating men treat like cattle	1
1936	put sunblock doesnt protect harmful ray	0
1937	fuck shit fuck straight fuck mountain riding fuck horse land awwww hell	0
1938	obamas fbi break rule policy broke law make mistake committed crime	0
1939	married brother commit immigration fraud make illegal alien ineligible congress deportable ice	1
1940	dare people make fun peaceful religion	0
1941	love everything everybody except squirrel hate squirrel	0
1942	head diaper required shit brain	1
1943	youve hungerstruck	0
1944	wing wing wing herro thats racist	1
1945	neverforget ancestor went christianity even think dating white man disgust	1
1946	u want fuk hey dear love u show ur pussy u beauty	0
1947	parent tell kid angel whispering lucifer	0
1948	making fan everywhere	0
1949	girl looking like gallon arizona iced tea	1
1950	hate rapist child molester people think race superior oh hate muslim huh good shit	1
1951	last time trump supporter say relocate mexican saying exterminate mexican	1
1952	finally finding right tutorial need indian accent	1
1953	life handed lemon fucked gave lemonaids	0
1954	stupid bitch race	0
1955	can not allow birth control run child molest	0
1956	hey mom goat asshole inside	0
1957	black people criminal	1
1958	immigrant illegal alien	0
1959	white power	1
1960	new democratic flag	0
1961	ramadan begin may bombathon end june	1
1962	nice boob guess tranny omg shemale	1
1963	care mexican offended american offended illegal immigration	1
1964	terrorist trojan horse enemy state	0
1965	fuck already meme	0
1966	youre asking people cent day money fly make commercial	0
1967	hoe backwash drink	0
1968	life never given lemon given anger issue anxiety love alcohol serious dislike stupid people lemon	0
1969	walk welfare office hello monkey	0
1970	putting bow pet	0
1971	saving refugee	0
1972	greatest news manufacturing century	0
1973	hitler joke rude anne frankly dont care	1
1974	start choke uncle know heimlich maneuver	0
1975	heard get free steroid australia please help feed house poor defenceless refugee dont racist let	1
1976	muslim plague spreading like herpes	1
1977	find there opening role chewbacca	1
1978	muslim party	0
1979	face make pussy get hard	1
1980	ex ask help	0
1981	adult understand hijab big part culture	0
1982	enjoyed watching king kong movie	0
1983	racist people one cryingracist time	0
1984	best thing ethiopian blowjob know shes gon na swallow	1
1985	guy say love really mean girl say love want sleep hurt feeling	0
1986	poster new play	0
1987	officer	0
1988	soconvert islam die say fuck itlets roll	0
1989	chiken black one going eat	0
1990	luckily shes fat never would fit	1
1991	human asks knocked everything table awiens	0
1992	moment changed world	0
1993	enjoying day beach	0
1994	suffer disorder speak truth piss people	0
1995	let tranny suck completion billion dollar yes	1
1996	dont ever think got away rat shit said snake shit good memory alot patience	0
1997	married brother commit immigration fraud make illegal alien ineligible congress deportable ice	0
1998	heard daughter telling friend curious would like date black guy showed	0
1999	whats difference cow holocaust cant milk cow year	1
2000	trump say ill pay american agreeignt wall built	0
2001	guy finger cat	0
2002	telling girl jerk ultimate compliment free porn chosen	0
2003	shit get real	0
2004	breaking rep ilhan omar broke federal tax law filed tax jointly man legally married	0
2005	moment talk allah	0
2006	chinese food show completely uncooked	1
2007	act someone get offended real shit oh im sorry bitch	0
2008	finally stopped drinking good drink evil	0
2009	hey man got ta go home parent fighting	0
2010	si youre fatheruncle bro im gon na funcle	0
2011	mother love like	0
2012	cumshot jewish girl face	1
2013	friend coming see crazy friday night	0
2014	new zealand edition call duty	1
2015	say dude blew tranny	1
2016	head diaper required shit brain	1
2017	driver supposed speeding ticket co officer keep collect four get bicycle	0
2018	see child gay parade half naked twerking everyone celebrating ernie prepares commit hate crime	1
2019	someone help take care could happen didnt	0
2020	felt cute might pray later idk	0
2021	putn ham mohamed	0
2022	pray god	0
2023	idiot threw shit wrong keeper	0
2024	would win	0
2025	white child raped muslim must shut mouth good diversity say corbynite mp naz shah sack sicko labour mp naz shah	1
2026	here snowflake shocked president promised	0
2027	think god done sending fuck boy life another one	0
2028	hahahaha fuck feeling	0
2029	tell cant go chicfila sunday mean	0
2030	let see get scared bring as cut head	0
2031	learn hunt valuable skill	0
2032	heroin destroying white community keep good work heroin	1
2033	cosby trump guy one convicted matt lauei harvey weinstein bill oreily charlie sheen	0
2034	dont always see muslim public swimming pool always tap sign	1
2035	obama voter	1
2036	top trynna catch titty	0
2037	girlfriend say treat like princess	1
2038	travel size coffee maker	0
2039	selling anique farm equipment still work run like champ serious inquiry	0
2040	horrifying photo nuclear bomb	0
2041	woman arrested traffic cop	0
2042	chelsea clinton ugly give head count anal	0
2043	milkshake brings tards yard	1
2044	excuse let go celebrate	0
2045	discriminate say promotion homosexual lgbt way life child	1
2046	let play game flag	0
2047	im pregnant boy abortion	1
2048	color mental disease	1
2049	year old who going ask	0
2050	lizzie velasquez born rare disease motivational speaker	0
2051	im camp still cant concentrate	1
2052	laugh u crime rate	0
2053	whole family want go party boat	0
2054	week old fetus legal kill state imagine wrapped bacon	0
2055	fuck say	0
2056	please consider donating water child need	0
2057	unless life also give water sugar lemonade gon na suck	0
2058	weekend finally	0
2059	guy read diary wtf	0
2060	ethnic jesus	0
2061	sunset piazza vittorio islamic community commemorated public prayer	0
2062	illegal alien american american citizen aoc	0
2063	run antifa protestors hear one dragged	1
2064	fast runner	0
2065	girlfriend freaked gave blowjob insisted roleplaying year old fucking weird gross like youre going couple year anyway whats rush	0
